year, GTAP9_code, GTAP_name, clum7, clum7_name, coicop_expenditure, crop_land, grazing_land, forest_land, fishing_ground, built_up_land, carbon, total, flag,,ZScore_Index,MaxMin_Index,NAPercent,,,GTAP_Region,year,ZScore_Index,MaxMin_Index,NAPercent,CLUM_category
2007,45,Nicaragua,GFCF,Gross Fixed Capital Formation,0.0003399,0.023448306,0.017312787,0.154452101,0.001742945,0.007320992,0.083324662,0.287601793,COUNTRY,2007NicaraguaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007UkraineHousing,1879,Ukraine,2007,NA,NA,100,Housing
2007,45,Nicaragua,Govt,Government,0.000113752,0.002400803,0.001615943,0.005657676,0.000469354,0.00234888,0.018739325,0.031231981,COUNTRY,2007NicaraguaGovernment,0.000170201,0.23982698,9.090909091,2007UkraineServices,1884,Ukraine,2007,0.432696911,0.551238451,0,Services
2007,46,Panama,1,Food,3.94E-06,0.283431951,0.340465307,0.072124835,0.65847066,0.009168809,0.118022479,1.481684042,INCOME_GRP,2007PanamaFood,-0.138341228,0.175121678,0,2007UkrainePersonal Transportation,1883,Ukraine,2007,0.098403899,0.442164409,0,Personal Transportation
2007,46,Panama,2,Housing,3.97E-05,0.011270587,0.015317819,0.072182852,0.013246552,0.006821704,0.140457064,0.259296579,INCOME_GRP,2007PanamaHousing,NA,NA,100,2007United Arab EmiratesFood,1902,United Arab Emirates,2007,1.818087954,0.35666527,0,Food
2007,46,Panama,3,Personal Transportation,9.02E-06,0.013349493,0.020581157,0.012060043,0.011893317,0.005710878,0.27035848,0.333953367,INCOME_GRP,2007PanamaPersonal Transportation,0.137210543,0.44541532,0,2007United Arab EmiratesGoods,1898,United Arab Emirates,2007,NA,Inf,0,Goods
2007,46,Panama,4,Goods,4.08E-06,0.038046364,0.046981112,0.040945402,0.023605945,0.005705935,0.097185056,0.252469814,INCOME_GRP,2007PanamaGoods,NA,Inf,0,2007United Arab EmiratesGovernment,1900,United Arab Emirates,2007,0.554969012,0.540963774,63.63636364,Government
2007,46,Panama,5,Services,3.63E-05,0.013111818,0.01812704,0.016581105,0.012202791,0.00697317,0.085659427,0.152655352,INCOME_GRP,2007PanamaServices,-0.120195764,0.457908954,0,2007United Arab EmiratesHousing,1901,United Arab Emirates,2007,1.050856635,0.93007627,0,Housing
2007,46,Panama,GFCF,Gross Fixed Capital Formation,0.001717728,0.017907886,0.021148209,0.055055441,0.014969347,0.011695593,0.193068875,0.313845351,COUNTRY,2007PanamaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007United Arab EmiratesServices,1899,United Arab Emirates,2007,-0.217350737,0.387571679,12.5,Services
2007,46,Panama,Govt,Government,0.000816565,0.00728099,0.008587227,0.005804051,0.006474256,0.003960464,0.042613736,0.074720724,COUNTRY,2007PanamaGovernment,0.116996411,0.259641848,9.090909091,2007United Arab EmiratesPersonal Transportation,1897,United Arab Emirates,2007,NA,NA,100,Personal Transportation
2007,47,El Salvador,1,Food,6.12E-06,0.368980802,0.209882435,0.054720162,0.134783045,0.015131851,0.074559243,0.858057539,INCOME_GRP,2007El SalvadorFood,-0.122021206,0.175647879,0,2007United KingdomFood,1916,United Kingdom,2007,0.279649744,0.261979303,20,Food
2007,47,El Salvador,2,Housing,1.36E-05,0.002747082,0.001733881,0.279794108,0.002245014,0.005633418,0.094778198,0.386931702,INCOME_GRP,2007El SalvadorHousing,NA,NA,100,2007United KingdomGoods,1915,United Kingdom,2007,NA,Inf,0,Goods
2007,47,El Salvador,3,Personal Transportation,7.24E-06,0.006367719,0.004831702,0.01143784,0.00646824,0.006628688,0.26233488,0.298069068,INCOME_GRP,2007El SalvadorPersonal Transportation,0.119203777,0.44389395,0,2007United KingdomGovernment,1917,United Kingdom,2007,0.394239245,0.382921432,9.090909091,Government
2007,47,El Salvador,4,Goods,4.24E-06,0.037238095,0.014823196,0.033735019,0.011416802,0.012103122,0.115240152,0.224556386,INCOME_GRP,2007El SalvadorGoods,NA,NA,100,2007United KingdomHousing,1920,United Kingdom,2007,1.203528648,0.974912111,0,Housing
2007,47,El Salvador,5,Services,2.39E-06,0.006570099,0.00988798,0.040205526,0.004152203,0.005958005,0.047876828,0.114650641,INCOME_GRP,2007El SalvadorServices,-0.254554371,0.438475207,0,2007United KingdomServices,1919,United Kingdom,2007,0.486131758,0.532588407,12.5,Services
2007,47,El Salvador,GFCF,Gross Fixed Capital Formation,0.000494008,0.004703354,0.014952167,0.037060473,0.004298823,0.007604715,0.094676981,0.163296514,COUNTRY,2007El SalvadorGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007United KingdomPersonal Transportation,1918,United Kingdom,2007,0.429728387,0.466942332,0,Personal Transportation
2007,47,El Salvador,Govt,Government,0.000297816,0.008642715,0.009355349,0.003417286,0.002144007,0.003886052,0.013411466,0.040856875,COUNTRY,2007El SalvadorGovernment,0.02407934,0.284170051,0,2007United States of AmericaFood,1934,United States of America,2007,0.393747637,0.272233404,20,Food
2007,48,Rest of Central America,1,Food,6.35E-06,0.509821703,0.231704453,0.033050997,2.374478495,0.0056797,0.178997566,3.333732915,INCOME_GRP,2007Rest of Central AmericaFood,#N/A,#N/A,#N/A,2007United States of AmericaGoods,1933,United States of America,2007,NA,Inf,0,Goods
2007,48,Rest of Central America,2,Housing,2.14E-06,0.015065252,0.006423536,0.122689871,0.04826749,0.003657526,0.279402843,0.475506519,INCOME_GRP,2007Rest of Central AmericaHousing,#N/A,#N/A,#N/A,2007United States of AmericaGovernment,1935,United States of America,2007,0.568413522,0.390127872,18.18181818,Government
2007,48,Rest of Central America,3,Personal Transportation,9.56E-06,0.021731858,0.010584375,0.027176879,0.088042533,0.004440002,0.324407502,0.47638315,INCOME_GRP,2007Rest of Central AmericaPersonal Transportation,#N/A,#N/A,#N/A,2007United States of AmericaHousing,1936,United States of America,2007,0.923519735,0.892680701,0,Housing
2007,48,Rest of Central America,4,Goods,5.49E-06,0.062839762,0.024509229,0.04189208,0.157310719,0.006252166,0.181055575,0.473859531,INCOME_GRP,2007Rest of Central AmericaGoods,#N/A,#N/A,#N/A,2007United States of AmericaServices,1937,United States of America,2007,1.006515062,0.638802776,25,Services
2007,48,Rest of Central America,5,Services,3.83E-05,0.01595832,0.007610577,0.020924274,0.025442107,0.003271127,0.113436416,0.186642822,INCOME_GRP,2007Rest of Central AmericaServices,#N/A,#N/A,#N/A,2007United States of AmericaPersonal Transportation,1938,United States of America,2007,1.986919824,0.577884718,0,Personal Transportation
2007,48,Rest of Central America,GFCF,Gross Fixed Capital Formation,0.000743715,0.022499,0.038521263,0.257338554,0.038024744,0.010164829,0.321395072,0.687943466,COUNTRY,2007Rest of Central AmericaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007UruguayFood,1955,Uruguay,2007,0.100654805,0.194634669,0,Food
2007,48,Rest of Central America,Govt,Government,0.000664633,0.019691047,0.006845183,0.021428128,0.038130309,0.003306638,0.12422369,0.213625001,COUNTRY,2007Rest of Central AmericaGovernment,#N/A,#N/A,#N/A,2007UruguayGoods,1951,Uruguay,2007,NA,Inf,0,Goods
2007,49,Dominican Republic,1,Food,7.40E-06,0.362320678,0.105231606,0.01447596,0.0205261,0.009614303,0.108419452,0.620588099,INCOME_GRP,2007Dominican RepublicFood,0.061070816,0.193867893,0,2007UruguayGovernment,1952,Uruguay,2007,-0.099087805,0.247747294,9.090909091,Government
2007,49,Dominican Republic,2,Housing,2.51E-05,0.005110422,0.003023554,0.034664968,0.000437716,0.005556329,0.219286485,0.268079474,INCOME_GRP,2007Dominican RepublicHousing,NA,NA,100,2007UruguayHousing,1954,Uruguay,2007,0.005230866,0.623002896,0,Housing
2007,49,Dominican Republic,3,Personal Transportation,9.59E-06,0.005480986,0.003475922,0.006491881,0.000613096,0.005467035,0.257097022,0.278625942,INCOME_GRP,2007Dominican RepublicPersonal Transportation,0.750252884,0.918055483,33.33333333,2007UruguayServices,1956,Uruguay,2007,0.119172276,0.510985801,0,Services
2007,49,Dominican Republic,4,Goods,6.01E-06,0.053583727,0.007244337,0.015145433,0.000889482,0.004640292,0.071555655,0.153058926,INCOME_GRP,2007Dominican RepublicGoods,NA,0.003448276,0,2007UruguayPersonal Transportation,1953,Uruguay,2007,-0.001508332,0.433770218,0,Personal Transportation
2007,49,Dominican Republic,5,Services,8.93E-06,0.004133273,0.002274095,0.004431437,0.000325542,0.003090692,0.032117094,0.046372134,INCOME_GRP,2007Dominican RepublicServices,-0.319623629,0.357554306,12.5,2007ZambiaFood,1973,Zambia,2007,-0.269361579,0.163856475,0,Food
2007,49,Dominican Republic,GFCF,Gross Fixed Capital Formation,0.000716823,0.010116315,0.003559796,0.019550222,0.000749457,0.006898609,0.123956036,0.164830435,COUNTRY,2007Dominican RepublicGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007ZambiaGoods,1970,Zambia,2007,NA,0.000253165,0,Goods
2007,49,Dominican Republic,Govt,Government,0.000319913,0.006297331,0.00275931,0.001450228,0.000438027,0.002372965,0.015745866,0.029063727,COUNTRY,2007Dominican RepublicGovernment,0.006176549,0.270090613,0,2007ZambiaGovernment,1971,Zambia,2007,-0.651068863,0.112091861,27.27272727,Government
2007,50,Jamaica,1,Food,9.96E-06,0.327084734,0.016169028,0.010478022,0.029275409,0.008102877,0.221418825,0.612528896,INCOME_GRP,2007JamaicaFood,-0.308406349,0.158100044,0,2007ZambiaHousing,1969,Zambia,2007,NA,NA,100,Housing
2007,50,Jamaica,2,Housing,1.60E-05,0.010531258,0.001641479,0.098833038,0.000776592,0.004289627,0.231170516,0.347242511,INCOME_GRP,2007JamaicaHousing,NA,NA,100,2007ZambiaServices,1972,Zambia,2007,-0.428554909,0.435374063,12.5,Services
2007,50,Jamaica,3,Personal Transportation,1.21E-05,0.012771778,0.001984737,0.003525498,0.001048033,0.003614371,0.361222868,0.384167284,INCOME_GRP,2007JamaicaPersonal Transportation,-0.146936132,0.000580621,33.33333333,2007ZambiaPersonal Transportation,1974,Zambia,2007,-0.154729449,2.21E-05,33.33333333,Personal Transportation
2007,50,Jamaica,4,Goods,7.89E-06,0.045994328,0.004685378,0.030368217,0.002036736,0.005123429,0.127887824,0.216095913,INCOME_GRP,2007JamaicaGoods,NA,0.017799514,0,2007ZimbabweFood,1990,Zimbabwe,2007,-0.467663822,0.145379255,0,Food
2007,50,Jamaica,5,Services,1.21E-05,0.011300865,0.001425939,0.009618695,0.000845535,0.004588158,0.06393881,0.091718001,INCOME_GRP,2007JamaicaServices,-0.283427903,0.259485961,37.5,2007ZimbabweGoods,1988,Zimbabwe,2007,NA,0.000306748,0,Goods
2007,50,Jamaica,GFCF,Gross Fixed Capital Formation,0.001159803,0.023662534,0.004718381,0.050585378,0.002376393,0.009477625,0.265307575,0.356127886,COUNTRY,2007JamaicaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2007ZimbabweGovernment,1991,Zimbabwe,2007,-0.283744132,0.173263264,54.54545455,Government
2007,50,Jamaica,Govt,Government,0.000708522,0.011848197,0.001467961,0.003677911,0.001035262,0.004452075,0.073505112,0.095986518,COUNTRY,2007JamaicaGovernment,-0.04418967,0.210672752,9.090909091,2007ZimbabweHousing,1987,Zimbabwe,2007,NA,NA,100,Housing
2007,51,Puerto Rico,1,Food,1.39E-05,0.001478785,0.000423321,0.00033485,0.000300806,7.60E-05,0.001246179,0.00385999,INCOME_GRP,2007Puerto RicoFood,-0.393285705,0.30518171,40,2007ZimbabweServices,1989,Zimbabwe,2007,-0.841996518,0.143909758,50,Services
2007,51,Puerto Rico,2,Housing,0.000340934,0.000300816,9.53E-05,0.000431417,6.14E-05,9.58E-05,0.001841462,0.002826166,INCOME_GRP,2007Puerto RicoHousing,-1.023361015,0.320931937,0,2007ZimbabwePersonal Transportation,1992,Zimbabwe,2007,-0.153762183,9.14E-05,33.33333333,Personal Transportation
2007,51,Puerto Rico,3,Personal Transportation,5.55E-05,0.000306224,0.000102355,0.00041303,5.54E-05,0.000142674,0.003125426,0.004145145,INCOME_GRP,2007Puerto RicoPersonal Transportation,NA,NA,100,2011AlbaniaFood,18,Albania,2011,0.560096483,0.283729838,20,Food
2007,51,Puerto Rico,4,Goods,1.86E-05,0.001037392,0.00027704,0.000615447,8.26E-05,0.000199092,0.002840851,0.0050524,INCOME_GRP,2007Puerto RicoGoods,NA,Inf,0,2011AlbaniaGoods,13,Albania,2011,NA,0.05,0,Goods
2007,51,Puerto Rico,5,Services,8.83E-05,0.000555865,0.000225895,0.000473397,8.10E-05,0.000133138,0.002029554,0.003498848,INCOME_GRP,2007Puerto RicoServices,-0.26225548,0.271435278,50,2011AlbaniaGovernment,16,Albania,2011,0.0026199,0.261861664,9.090909091,Government
2007,51,Puerto Rico,GFCF,Gross Fixed Capital Formation,0.003941524,0.000662427,0.000185908,0.002445032,8.92E-05,0.000266634,0.005480606,0.00912984,COUNTRY,2007Puerto RicoGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011AlbaniaHousing,17,Albania,2011,0.031668191,0.630766858,0,Housing
2007,51,Puerto Rico,Govt,Government,0.003564421,0.00027214,9.09E-05,0.000264202,5.41E-05,5.73E-05,0.000917498,0.001656139,COUNTRY,2007Puerto RicoGovernment,0.242390898,0.494669863,72.72727273,2011AlbaniaServices,14,Albania,2011,-0.036861785,0.474872984,0,Services
2007,52,Trinidad and Tobago,1,Food,4.39E-06,0.623594308,0.127703916,0.04154344,0.06340795,0.007124485,0.46381323,1.327187329,INCOME_GRP,2007Trinidad and TobagoFood,-0.252220022,0.163979209,0,2011AlbaniaPersonal Transportation,15,Albania,2011,0.00089694,0.433965951,0,Personal Transportation
2007,52,Trinidad and Tobago,2,Housing,3.33E-05,0.007048489,0.002220847,0.033258915,0.001033985,0.002575136,1.655682617,1.701819988,INCOME_GRP,2007Trinidad and TobagoHousing,NA,NA,100,2011ArgentinaFood,36,Argentina,2011,0.799332491,0.250409777,0,Food
2007,52,Trinidad and Tobago,3,Personal Transportation,1.98E-05,0.016268239,0.004778117,0.055764212,0.003000486,0.00882355,2.476941726,2.565576331,INCOME_GRP,2007Trinidad and TobagoPersonal Transportation,-0.149602278,0.000389547,33.33333333,2011ArgentinaGoods,31,Argentina,2011,NA,0.004545455,0,Goods
2007,52,Trinidad and Tobago,4,Goods,5.00E-06,0.080486857,0.009500482,0.060990391,0.004114491,0.006421552,0.500726538,0.662240311,INCOME_GRP,2007Trinidad and TobagoGoods,NA,0.05,0,2011ArgentinaGovernment,33,Argentina,2011,0.200537622,0.317001951,0,Government
2007,52,Trinidad and Tobago,5,Services,6.93E-05,0.008352494,0.003652802,0.04090735,0.000804159,0.002749689,0.473462465,0.529928959,INCOME_GRP,2007Trinidad and TobagoServices,0.068337453,0.494089972,0,2011ArgentinaHousing,32,Argentina,2011,-1.189301208,0.272199573,0,Housing
2007,52,Trinidad and Tobago,GFCF,Gross Fixed Capital Formation,0.001867347,0.023839457,0.00727558,0.135779539,0.003927377,0.01348011,0.661679388,0.845981452,COUNTRY,2007Trinidad and TobagoGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011ArgentinaServices,35,Argentina,2011,0.420788886,0.613301247,25,Services
2007,52,Trinidad and Tobago,Govt,Government,0.001737613,0.007862255,0.004684163,0.014358963,0.000935523,0.001479373,0.31957415,0.348894427,COUNTRY,2007Trinidad and TobagoGovernment,0.262688745,0.222432896,18.18181818,2011ArgentinaPersonal Transportation,34,Argentina,2011,0.337698647,0.462137155,0,Personal Transportation
2007,53,Caribbean,1,Food,7.52E-06,0.300550772,0.055055258,0.012560346,0.027117949,0.00587805,0.104356116,0.50551849,INCOME_GRP,2007CaribbeanFood,#N/A,#N/A,#N/A,2011ArmeniaFood,53,Armenia,2011,0.210194054,0.203917631,0,Food
2007,53,Caribbean,2,Housing,1.49E-05,0.008404484,0.002074059,0.059796323,0.000942556,0.002942877,0.164316239,0.238476537,INCOME_GRP,2007CaribbeanHousing,#N/A,#N/A,#N/A,2011ArmeniaGoods,50,Armenia,2011,NA,Inf,0,Goods
2007,53,Caribbean,3,Personal Transportation,9.23E-06,0.010155522,0.002687092,0.006219154,0.001327116,0.003288988,0.137743812,0.161421685,INCOME_GRP,2007CaribbeanPersonal Transportation,#N/A,#N/A,#N/A,2011ArmeniaGovernment,51,Armenia,2011,-0.20065095,0.186648678,9.090909091,Government
2007,53,Caribbean,4,Goods,6.15E-06,0.032436816,0.006137889,0.021545802,0.002025683,0.003331086,0.070736309,0.136213586,INCOME_GRP,2007CaribbeanGoods,#N/A,#N/A,#N/A,2011ArmeniaHousing,49,Armenia,2011,NA,NA,100,Housing
2007,53,Caribbean,5,Services,1.24E-05,0.009712783,0.002519261,0.008052678,0.000860047,0.003165435,0.043220253,0.067530456,INCOME_GRP,2007CaribbeanServices,#N/A,#N/A,#N/A,2011ArmeniaServices,54,Armenia,2011,0.426148342,0.493569542,25,Services
2007,53,Caribbean,GFCF,Gross Fixed Capital Formation,0.000731486,0.020793748,0.00732297,0.041983429,0.001826689,0.006197877,0.15319742,0.231322132,COUNTRY,2007CaribbeanGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011ArmeniaPersonal Transportation,52,Armenia,2011,-0.153073616,0.000140767,33.33333333,Personal Transportation
2007,53,Caribbean,Govt,Government,0.001321703,0.023415754,0.005527931,0.010505114,0.002681119,0.006539617,0.100145605,0.14881514,COUNTRY,2007CaribbeanGovernment,#N/A,#N/A,#N/A,2011AustraliaFood,68,Australia,2011,-0.10918802,0.22310357,20,Food
2007,54,Austria,1,Food,0.001795231,0.566776375,0.0713077,0.075064826,0.01962548,0.014478061,0.229629987,0.97688243,COUNTRY,2007AustriaFood,0.239763702,0.257934842,20,2011AustraliaGoods,67,Australia,2011,NA,Inf,0,Goods
2007,54,Austria,2,Housing,0.003820204,0.033751897,0.006080537,0.431696106,0.002133565,0.018759456,0.650567095,1.142988655,COUNTRY,2007AustriaHousing,1.179296221,0.967795671,0,2011AustraliaGovernment,71,Australia,2011,0.369664528,0.311488295,18.18181818,Government
2007,54,Austria,3,Personal Transportation,0.002364629,0.061927741,0.010480647,0.111575693,0.003718245,0.023402474,1.096993276,1.308098075,COUNTRY,2007AustriaPersonal Transportation,-0.033371741,0.430810048,0,2011AustraliaHousing,70,Australia,2011,0.302407417,0.710276,0,Housing
2007,54,Austria,4,Goods,0.003746356,0.190403455,0.024793188,0.228410376,0.006013765,0.025454548,0.385102832,0.860178165,COUNTRY,2007AustriaGoods,NA,Inf,0,2011AustraliaServices,72,Australia,2011,0.407030198,0.566129012,37.5,Services
2007,54,Austria,5,Services,0.006126599,0.033646173,0.009284574,0.054474031,0.002270728,0.0162473,0.198116899,0.314039705,COUNTRY,2007AustriaServices,0.872641265,0.495251122,25,2011AustraliaPersonal Transportation,69,Australia,2011,0.162188558,0.022734611,33.33333333,Personal Transportation
2007,54,Austria,GFCF,Gross Fixed Capital Formation,0.009803888,0.060208049,0.02135104,0.358985409,0.00424197,0.043796257,0.743950061,1.232532786,COUNTRY,2007AustriaGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011AustriaFood,88,Austria,2011,0.568948973,0.287728614,20,Food
2007,54,Austria,Govt,Government,0.008317857,0.070382909,0.006102584,0.089679903,0.002380437,0.023896866,0.336230362,0.528673061,COUNTRY,2007AustriaGovernment,0.313243578,0.367725859,9.090909091,2011AustriaGoods,85,Austria,2011,NA,Inf,0,Goods
2007,55,Belgium,1,Food,0.001806241,0.748276258,0.093804297,0.064598933,0.117224853,0.025249751,0.367017252,1.416171345,COUNTRY,2007BelgiumFood,0.532720279,0.286182182,20,2011AustriaGovernment,87,Austria,2011,0.287402474,0.361267386,9.090909091,Government
2007,55,Belgium,2,Housing,0.003684223,0.049361568,0.008194474,0.106529055,0.004531544,0.02270215,0.730408015,0.921726805,COUNTRY,2007BelgiumHousing,0.571105728,0.789185778,0,2011AustriaHousing,90,Austria,2011,1.179210485,0.967770492,0,Housing
2007,55,Belgium,3,Personal Transportation,0.001845148,0.081266419,0.015576148,0.103197502,0.007976165,0.031623536,1.011451839,1.251091609,COUNTRY,2007BelgiumPersonal Transportation,0.536776584,0.479078227,0,2011AustriaServices,89,Austria,2011,1.024141868,0.613954793,12.5,Services
2007,55,Belgium,4,Goods,0.003044384,0.320748569,0.042477626,0.153236879,0.019226223,0.039585863,0.574685249,1.149960409,COUNTRY,2007BelgiumGoods,NA,Inf,0,2011AustriaPersonal Transportation,86,Austria,2011,-0.01426652,0.432264671,0,Personal Transportation
2007,55,Belgium,5,Services,0.005055096,0.053654848,0.009449649,0.054423075,0.004495997,0.024444463,0.25699974,0.403467771,COUNTRY,2007BelgiumServices,0.992123252,0.609317659,12.5,2011AzerbaijanFood,107,Azerbaijan,2011,0.508491172,0.227187682,0,Food
2007,55,Belgium,GFCF,Gross Fixed Capital Formation,0.010490893,0.10364743,0.016956939,0.390338546,0.010650798,0.070851223,1.171866972,1.764311909,COUNTRY,2007BelgiumGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011AzerbaijanGoods,104,Azerbaijan,2011,NA,0.004761905,0,Goods
2007,55,Belgium,Govt,Government,0.010879918,0.11888232,0.00924032,0.072876637,0.006924675,0.038607564,0.433477486,0.680009003,COUNTRY,2007BelgiumGovernment,0.444365627,0.378338537,9.090909091,2011AzerbaijanGovernment,106,Azerbaijan,2011,-0.111179549,0.179679372,9.090909091,Government
2007,56,Cyprus,1,Food,5.72E-06,1.046713394,0.037914561,0.031921027,0.058075126,0.014164589,0.285436606,1.474225303,INCOME_GRP,2007CyprusFood,-0.523196983,0.186899451,20,2011AzerbaijanHousing,103,Azerbaijan,2011,NA,NA,100,Housing
2007,56,Cyprus,2,Housing,0.000214453,0.044985927,0.00428598,0.065188678,0.003019931,0.012883994,0.565027377,0.695391886,INCOME_GRP,2007CyprusHousing,0.47714714,0.761592559,0,2011AzerbaijanServices,108,Azerbaijan,2011,0.587292515,0.584182017,0,Services
2007,56,Cyprus,3,Personal Transportation,2.88E-05,0.080316088,0.007558838,0.049874298,0.00603774,0.015795114,0.792053217,0.951635295,INCOME_GRP,2007CyprusPersonal Transportation,0.14486783,0.446074192,0,2011AzerbaijanPersonal Transportation,105,Azerbaijan,2011,-0.148286696,0.000483831,33.33333333,Personal Transportation
2007,56,Cyprus,4,Goods,7.44E-06,0.203233371,0.017285883,0.039031807,0.011003039,0.014456688,0.296265345,0.581276133,INCOME_GRP,2007CyprusGoods,NA,Inf,0,2011BahrainFood,126,Bahrain,2011,2.042549931,0.463123547,40,Food
2007,56,Cyprus,5,Services,0.000101263,0.04068095,0.007864804,0.036533476,0.006016088,0.012263105,0.2592243,0.362582724,INCOME_GRP,2007CyprusServices,0.473468988,0.568312148,0,2011BahrainGoods,122,Bahrain,2011,NA,Inf,0,Goods
2007,56,Cyprus,GFCF,Gross Fixed Capital Formation,0.004876377,0.047847425,0.007456055,0.299814406,0.005059917,0.031880778,0.785468572,1.177527154,COUNTRY,2007CyprusGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011BahrainGovernment,124,Bahrain,2011,0.271164816,0.305402938,18.18181818,Government
2007,56,Cyprus,Govt,Government,0.0039103,0.0446123,0.003152154,0.034009338,0.002973662,0.012607809,0.279040228,0.376395491,COUNTRY,2007CyprusGovernment,0.478847991,0.392569077,9.090909091,2011BahrainHousing,121,Bahrain,2011,NA,NA,100,Housing
2007,57,Czech Republic,1,Food,0.025996736,0.811491071,0.030398021,0.059942765,0.016856949,0.016061645,0.347121053,1.281871503,COUNTRY,2007Czech RepublicFood,-0.028551076,0.233229513,20,2011BahrainServices,125,Bahrain,2011,0.57815481,0.595810581,0,Services
2007,57,Czech Republic,2,Housing,0.044944481,0.019660633,0.002383999,0.12249011,0.001213336,0.01447964,1.278246261,1.438473979,COUNTRY,2007Czech RepublicHousing,0.796329258,0.855328131,0,2011BahrainPersonal Transportation,123,Bahrain,2011,0.114511999,0.443400901,0,Personal Transportation
2007,57,Czech Republic,3,Personal Transportation,0.017838268,0.022242453,0.002735154,0.054898011,0.00122163,0.010936109,0.636215258,0.728248615,COUNTRY,2007Czech RepublicPersonal Transportation,0.156755093,0.446988177,0,2011BangladeshFood,143,Bangladesh,2011,0.445968142,0.226071321,0,Food
2007,57,Czech Republic,4,Goods,0.033905526,0.154173898,0.012859218,0.072260033,0.003323646,0.015160207,0.299646457,0.55742346,COUNTRY,2007Czech RepublicGoods,NA,Inf,0,2011BangladeshGoods,140,Bangladesh,2011,NA,0.000302171,0,Goods
2007,57,Czech Republic,5,Services,0.048727227,0.02176905,0.004088854,0.039655773,0.001298051,0.01148167,0.179943267,0.258236667,COUNTRY,2007Czech RepublicServices,0.38236684,0.488748961,12.5,2011BangladeshGovernment,142,Bangladesh,2011,-0.078798813,0.26554572,9.090909091,Government
2007,57,Czech Republic,GFCF,Gross Fixed Capital Formation,0.004728122,0.067299377,0.010974247,0.309663206,0.004979484,0.051497694,0.880404083,1.324818091,COUNTRY,2007Czech RepublicGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011BangladeshHousing,139,Bangladesh,2011,NA,NA,100,Housing
2007,57,Czech Republic,Govt,Government,0.003496644,0.056590032,0.003756903,0.079534916,0.002719255,0.025294961,0.627579688,0.795475755,COUNTRY,2007Czech RepublicGovernment,-0.002371208,0.307342425,9.090909091,2011BangladeshServices,141,Bangladesh,2011,-0.597774004,0.197793495,37.5,Services
2007,58,Denmark,1,Food,0.01570642,0.837713726,0.074829745,0.053112768,0.338795518,0.021191758,0.312118274,1.63776179,COUNTRY,2007DenmarkFood,0.188405688,0.253214409,20,2011BangladeshPersonal Transportation,144,Bangladesh,2011,0.605867998,0.484973322,0,Personal Transportation
2007,58,Denmark,2,Housing,0.038494911,0.062091339,0.006337397,0.219467221,0.015081124,0.02505916,0.752371066,1.080407307,COUNTRY,2007DenmarkHousing,1.057583394,0.932051746,0,2011BelarusFood,159,Belarus,2011,0.492640751,0.27516639,20,Food
2007,58,Denmark,3,Personal Transportation,0.019880783,0.074696282,0.009881709,0.088649717,0.023027285,0.021103955,0.685259019,0.902617967,COUNTRY,2007DenmarkPersonal Transportation,0.549170872,0.901088894,33.33333333,2011BelarusGoods,157,Belarus,2011,NA,Inf,0,Goods
2007,58,Denmark,4,Goods,0.029801016,0.334173455,0.028590297,0.153596133,0.068593077,0.034422068,0.492565983,1.111941012,COUNTRY,2007DenmarkGoods,NA,Inf,0,2011BelarusGovernment,160,Belarus,2011,0.498867523,0.334719996,0,Government
2007,58,Denmark,5,Services,0.044533483,0.062710724,0.008836362,0.057137091,0.011204223,0.02530904,0.240577685,0.405775125,COUNTRY,2007DenmarkServices,1.398849666,0.819172431,25,2011BelarusHousing,161,Belarus,2011,0.56472929,0.787313182,0,Housing
2007,58,Denmark,GFCF,Gross Fixed Capital Formation,0.012518544,0.133876832,0.011790073,0.609973105,0.022855718,0.068740346,0.935369565,1.782605639,COUNTRY,2007DenmarkGross Fixed Capital Formation,#N/A,#N/A,#N/A,2011BelarusServices,162,Belarus,2011,1.065289555,0.676981981,0,Services
2007,58,Denmark,Govt,Government,0.015061375,0.232606247,0.011927839,0.10052144,0.034355576,0.053751849,0.547085644,0.980248594,COUNTRY,2007DenmarkGovernment,0.794373585,0.443402607,9.090909091,2011BelarusPersonal Transportation,158,Belarus,2011,-0.008784143,0.433152028,0,Personal Transportation
2007,59,Estonia,1,Food,0.001184427,0.892788098,0.022251844,0.095104726,0.227510845,0.020817283,0.504031098,1.762503893,COUNTRY,2007EstoniaFood,0.000998841,0.233685187,20,2011BelgiumFood,178,Belgium,2011,0.722843462,0.303009762,20,Food
