,country_orCode,country,year,ZScore_Index,CLUM_category,MaxMin_Index,NAPercent,,
1787,Saudi Arabia,Saudi Arabia,2007,0.402627688,Services,0.479895034,12.5,,
1788,Saudi Arabia,Saudi Arabia,2011,0.561801756,Services,0.573521336,0,,
1789,Solomon Islands,Solomon Islands,2004,-0.436155366,Services,0.206032141,50,,
1790,Solomon Islands,Solomon Islands,2007,-0.49294677,Services,0.357193025,37.5,,
1791,Solomon Islands,Solomon Islands,2011,-0.480241286,Services,0.333813159,12.5,,
1792,Seychelles,Seychelles,2004,0.121441283,Services,0.500076339,0,,
1793,Seychelles,Seychelles,2007,0.167718739,Services,0.446919151,12.5,,
1794,Seychelles,Seychelles,2011,0.156138105,Services,0.362944555,25,,
1795,Sudan,Sudan,2004,-0.893456315,Services,0.151059056,37.5,,
1796,Sudan,Sudan,2007,-0.689213586,Services,0.179522961,37.5,,
1797,Sudan,Sudan,2011,-0.925705989,Services,0.360898348,12.5,,
1798,Sweden,Sweden,2004,1.442306457,Services,0.677261412,12.5,,
1799,Sweden,Sweden,2007,1.518599995,Services,0.765996731,0,,
1800,Sweden,Sweden,2011,1.562380363,Services,0.802956917,12.5,,
1801,Singapore,Singapore,2004,0.682487738,Services,0.453283365,50,,
1802,Singapore,Singapore,2007,0.519769911,Services,0.552442551,25,,
1803,Singapore,Singapore,2011,1.107094257,Services,0.550761628,50,,
1804,Slovenia,Slovenia,2004,0.972021696,Services,0.580636253,12.5,,
1805,Slovenia,Slovenia,2007,0.890692139,Services,0.580156357,12.5,,
1806,Slovenia,Slovenia,2011,0.931713083,Services,0.654982769,0,,
1807,Slovak Republic,Slovak Republic,2004,0.235218544,Services,0.450075289,12.5,,
1808,Slovak Republic,Slovak Republic,2007,0.409429004,Services,0.489708553,12.5,,
1809,Slovak Republic,Slovak Republic,2011,0.533112036,Services,0.515330151,12.5,,
1810,Sierra Leone,Sierra Leone,2004,-0.320070049,Services,0.302744164,62.5,,
1811,Sierra Leone,Sierra Leone,2007,-0.319640538,Services,0.302837367,62.5,,
1812,Sierra Leone,Sierra Leone,2011,-0.544785235,Services,0.383356505,25,,
1813,Senegal,Senegal,2004,-1.115896661,Services,0.321428131,0,,
1814,Senegal,Senegal,2007,-0.867117699,Services,0.37994347,12.5,,
1815,Senegal,Senegal,2011,-0.553802237,Services,0.39337615,0,,
1816,Somalia,Somalia,2004,-0.307055741,Services,0.305568267,62.5,,
1817,Somalia,Somalia,2007,-0.515439248,Services,0.270256085,50,,
1818,Somalia,Somalia,2011,-0.31388232,Services,0.3040869,62.5,,
1819,Suriname,Suriname,2004,-0.601287511,Services,0.196133073,50,,
1820,Suriname,Suriname,2007,-0.537682596,Services,0.414639027,0,,
1821,Suriname,Suriname,2011,-0.437265558,Services,0.429018763,0,,
1822,South Sudan,South Sudan,2004,-0.878551303,Services,0.4,75,,
1823,South Sudan,South Sudan,2007,-0.878551303,Services,0.4,75,,
1824,South Sudan,South Sudan,2011,-1.295581426,Services,0.215441514,12.5,,
1825,Sao Tome and Principe,Sao Tome and Principe,2004,-0.083834798,Services,0.567018879,25,,
1826,Sao Tome and Principe,Sao Tome and Principe,2007,-0.491968028,Services,0.462527883,25,,
1827,Sao Tome and Principe,Sao Tome and Principe,2011,-0.456547224,Services,0.224629965,37.5,,
1828,El Salvador,El Salvador,2004,-0.591392773,Services,0.216340435,25,,
1829,El Salvador,El Salvador,2007,-0.254554371,Services,0.438475207,0,,
1830,El Salvador,El Salvador,2011,-0.127118185,Services,0.459917977,0,,
1831,Sint Maarten (Dutch part),Sint Maarten (Dutch part),2004,-0.878551303,Services,0.4,75,,
1832,Sint Maarten (Dutch part),Sint Maarten (Dutch part),2007,-0.878551303,Services,0.4,75,,
1833,Sint Maarten (Dutch part),Sint Maarten (Dutch part),2011,-0.878551303,Services,0.4,75,,
1834,Syrian Arab Republic,Syrian Arab Republic,2004,-0.06680512,Services,0.485264286,12.5,,
1835,Syrian Arab Republic,Syrian Arab Republic,2007,-0.080648367,Services,0.485230515,12.5,,
1836,Syrian Arab Republic,Syrian Arab Republic,2011,-0.024260075,Services,0.41894127,25,,
1837,Swaziland,Swaziland,2004,-0.243660826,Services,0.454821521,37.5,,
1838,Swaziland,Swaziland,2007,-0.426462227,Services,0.287991056,50,,
1839,Swaziland,Swaziland,2011,-0.213799586,Services,0.442085776,0,,
1840,Turks and Caicos Islands,Turks and Caicos Islands,2004,-0.380454614,Services,0.496680177,50,,
1841,Turks and Caicos Islands,Turks and Caicos Islands,2007,-0.637355919,Services,0.272772516,62.5,,
1842,Turks and Caicos Islands,Turks and Caicos Islands,2011,-0.878551303,Services,0.4,75,,
1843,Chad,Chad,2004,-1.077962005,Services,0.342843608,37.5,,
1844,Chad,Chad,2007,-0.684284234,Services,0.240443332,50,,
1845,Chad,Chad,2011,-0.935017829,Services,0.337600344,0,,
1846,Togo,Togo,2004,-0.529150881,Services,0.456065628,12.5,,
1847,Togo,Togo,2007,-0.635484985,Services,0.380502828,0,,
1848,Togo,Togo,2011,-0.690864252,Services,0.192290343,25,,
1849,Thailand,Thailand,2004,-0.274183071,Services,0.241256171,50,,
1850,Thailand,Thailand,2007,0.068865192,Services,0.430345389,25,,
1851,Thailand,Thailand,2011,0.051168316,Services,0.32310091,37.5,,
1852,Tajikistan,Tajikistan,2004,0.348459482,Services,0.582568612,12.5,,
1853,Tajikistan,Tajikistan,2007,0.215683656,Services,0.502605317,0,,
1854,Tajikistan,Tajikistan,2011,0.218468543,Services,0.502236536,0,,
1855,Timor-Leste,Timor-Leste,2004,-0.983523835,Services,0.135717825,37.5,,
1856,Timor-Leste,Timor-Leste,2007,-0.886425621,Services,0.134228993,50,,
1857,Timor-Leste,Timor-Leste,2011,-0.551178226,Services,0.409595443,12.5,,
1858,Turkmenistan,Turkmenistan,2004,0.521421981,Services,0.446468502,62.5,,
1859,Turkmenistan,Turkmenistan,2007,0.551497307,Services,0.452994845,62.5,,
1860,Turkmenistan,Turkmenistan,2011,0.146439569,Services,0.306527508,50,,
1861,Tunisia,Tunisia,2004,0.034656333,Services,0.503727276,12.5,,
1862,Tunisia,Tunisia,2007,0.048109467,Services,0.509562413,12.5,,
1863,Tunisia,Tunisia,2011,0.169064868,Services,0.450614806,25,,
1864,Tonga,Tonga,2004,-0.302278547,Services,0.372031424,25,,
1865,Tonga,Tonga,2007,-0.499482386,Services,0.232282731,37.5,,
1866,Tonga,Tonga,2011,-0.360663367,Services,0.26161797,37.5,,
1867,Turkey,Turkey,2004,0.163829521,Services,0.527442493,12.5,,
1868,Turkey,Turkey,2007,0.183183538,Services,0.536032335,12.5,,
1869,Turkey,Turkey,2011,0.183746755,Services,0.538311326,12.5,,
1870,Trinidad and Tobago,Trinidad and Tobago,2004,-0.027873356,Services,0.478256045,0,,
1871,Trinidad and Tobago,Trinidad and Tobago,2007,0.068337453,Services,0.494089972,0,,
1872,Trinidad and Tobago,Trinidad and Tobago,2011,-0.086640188,Services,0.312459504,50,,
1873,Tuvalu,Tuvalu,2004,-0.224828676,Services,0.26679614,37.5,,
1874,Tuvalu,Tuvalu,2007,-0.157409904,Services,0.267459404,50,,
1875,Tuvalu,Tuvalu,2011,-0.088294784,Services,0.283036591,50,,
1876,Tanzania,Tanzania,2004,-1.716737506,Services,0.299096179,12.5,,
1877,Tanzania,Tanzania,2007,-1.072888018,Services,0.131272632,25,,
1878,Tanzania,Tanzania,2011,-0.882728465,Services,0.135051111,50,,
1879,Ukraine,Ukraine,2004,0.528650214,Services,0.553319057,25,,
1880,Ukraine,Ukraine,2007,0.432696911,Services,0.551238451,0,,
1881,Ukraine,Ukraine,2011,0.541228817,Services,0.572174652,0,,
1882,Uganda,Uganda,2004,-1.555641055,Services,0.290523846,37.5,,
1883,Uganda,Uganda,2007,-0.954500659,Services,0.267162609,12.5,,
1884,Uganda,Uganda,2011,-0.808816661,Services,0.384577508,12.5,,
1885,United States,United States,2004,0.802675386,Services,0.597609616,25,,
1886,United States,United States,2007,1.006515062,Services,0.638802776,25,,
1887,United States,United States,2011,0.836299206,Services,0.588693412,12.5,,
1888,Uruguay,Uruguay,2004,-0.268171247,Services,0.385394708,12.5,,
1889,Uruguay,Uruguay,2007,0.119172276,Services,0.510985801,0,,
1890,Uruguay,Uruguay,2011,0.489419408,Services,0.411928047,50,,
1891,Uzbekistan,Uzbekistan,2004,0.388241144,Services,0.461753202,12.5,,
1892,Uzbekistan,Uzbekistan,2007,0.378570762,Services,0.53037085,0,,
1893,Uzbekistan,Uzbekistan,2011,0.427996704,Services,0.539853686,0,,
1894,St. Vincent and the Grenadines,St. Vincent and the Grenadines,2004,0.016878276,Services,0.409078602,12.5,,
1895,St. Vincent and the Grenadines,St. Vincent and the Grenadines,2007,0.086496815,Services,0.526078317,12.5,,
1896,St. Vincent and the Grenadines,St. Vincent and the Grenadines,2011,-0.032022746,Services,0.45793791,37.5,,
1897,"Venezuela, RB","Venezuela, RB",2004,0.02485017,Services,0.532543136,25,,
1898,"Venezuela, RB","Venezuela, RB",2007,0.076170845,Services,0.549970605,25,,
1899,"Venezuela, RB","Venezuela, RB",2011,0.261262054,Services,0.58478588,25,,
1900,British Virgin Islands,British Virgin Islands,2004,0.809961183,Services,0.538337369,37.5,,
1901,British Virgin Islands,British Virgin Islands,2007,0.654665513,Services,0.525072969,50,,
1902,British Virgin Islands,British Virgin Islands,2011,0.904036648,Services,0.511007386,25,,
1903,Virgin Islands (U.S.),Virgin Islands (U.S.),2004,0.873783048,Services,0.384906836,62.5,,
1904,Virgin Islands (U.S.),Virgin Islands (U.S.),2007,1.155447286,Services,0.448291984,62.5,,
1905,Virgin Islands (U.S.),Virgin Islands (U.S.),2011,NA,Services,NA,100,,
1906,Vietnam,Vietnam,2004,-0.316203768,Services,0.25913859,25,,
1907,Vietnam,Vietnam,2007,-0.161109419,Services,0.282247877,37.5,,
1908,Vietnam,Vietnam,2011,0.10380991,Services,0.492105545,0,,
1909,Vanuatu,Vanuatu,2004,-0.387232916,Services,0.351830486,25,,
1910,Vanuatu,Vanuatu,2007,-0.562828137,Services,0.214460359,25,,
1911,Vanuatu,Vanuatu,2011,-0.843934601,Services,0.143498336,50,,
1912,Samoa,Samoa,2004,-0.410525566,Services,0.371713472,37.5,,
1913,Samoa,Samoa,2007,-0.306352862,Services,0.390252605,25,,
1914,Samoa,Samoa,2011,0.178657999,Services,0.686844761,37.5,,
1915,"Yemen, Rep.","Yemen, Rep.",2004,-0.40270505,Services,0.518744378,25,,
1916,"Yemen, Rep.","Yemen, Rep.",2007,-0.3809038,Services,0.218024239,50,,
1917,"Yemen, Rep.","Yemen, Rep.",2011,-0.35534325,Services,0.246287322,25,,
1918,South Africa,South Africa,2004,-0.952412061,Services,0.255733688,12.5,,
1919,South Africa,South Africa,2007,-1.076827117,Services,0.138904854,25,,
1920,South Africa,South Africa,2011,-1.054430699,Services,0.14352612,25,,
1921,Zambia,Zambia,2004,-0.739788314,Services,0.398471097,12.5,,
1922,Zambia,Zambia,2007,-0.428554909,Services,0.435374063,12.5,,
1923,Zambia,Zambia,2011,-0.318539466,Services,0.361270224,25,,
1924,Zimbabwe,Zimbabwe,2004,-0.845299468,Services,0.143177098,50,,
1925,Zimbabwe,Zimbabwe,2007,-0.841996518,Services,0.143909758,50,,
1926,Zimbabwe,Zimbabwe,2011,-0.839936868,Services,0.144400999,50,,
1927,World,World,2004,4.535992988,Transport,0.756555725,0,,
1928,World,World,2007,5.407210092,Transport,0.819870571,0,,
1929,World,World,2011,6.936485784,Transport,0.930521222,0,,
1930,Andorra,Andorra,2004,NA,Transport,NA,100,,
1931,Andorra,Andorra,2007,NA,Transport,NA,100,,
1932,Andorra,Andorra,2011,NA,Transport,NA,100,,
1933,United Arab Emirates,United Arab Emirates,2004,-0.083370203,Transport,0.005136191,33.33333333,,
1934,United Arab Emirates,United Arab Emirates,2007,NA,Transport,NA,100,,
1935,United Arab Emirates,United Arab Emirates,2011,0.097014187,Transport,0.01806377,33.33333333,,
1936,Afghanistan,Afghanistan,2004,-5.868121937,Transport,0.359620445,33.33333333,,
1937,Afghanistan,Afghanistan,2007,-4.142598386,Transport,0.505214014,33.33333333,,
1938,Afghanistan,Afghanistan,2011,-1.629224652,Transport,0.296375941,0,,
1939,Antigua and Barbuda,Antigua and Barbuda,2004,-0.15146302,Transport,0.000256194,33.33333333,,
1940,Antigua and Barbuda,Antigua and Barbuda,2007,-0.049998983,Transport,0.429672474,0,,
1941,Antigua and Barbuda,Antigua and Barbuda,2011,-0.138739383,Transport,0.422165012,0,,
1942,Albania,Albania,2004,-0.068458098,Transport,0.428134706,0,,
1943,Albania,Albania,2007,0.014433354,Transport,0.435126905,0,,
1944,Albania,Albania,2011,0.00089694,Transport,0.433965951,0,,
1945,Armenia,Armenia,2004,-0.152484868,Transport,0.000182961,33.33333333,,
1946,Armenia,Armenia,2007,0.140612678,Transport,0.445763233,0,,
1947,Armenia,Armenia,2011,-0.153073616,Transport,0.000140767,33.33333333,,
1948,Angola,Angola,2004,-0.153926158,Transport,7.97E-05,33.33333333,,
1949,Angola,Angola,2007,-0.153649142,Transport,9.95E-05,33.33333333,,
1950,Angola,Angola,2011,-1.880056387,Transport,0.27525274,0,,
1951,Argentina,Argentina,2004,0.290887917,Transport,0.458244554,0,,
1952,Argentina,Argentina,2007,0.377227402,Transport,0.465521896,0,,
1953,Argentina,Argentina,2011,0.337698647,Transport,0.462137155,0,,
1954,American Samoa,American Samoa,2004,NA,Transport,NA,100,,
1955,American Samoa,American Samoa,2007,NA,Transport,NA,100,,
1956,American Samoa,American Samoa,2011,-0.154784259,Transport,1.82E-05,33.33333333,,
1957,Austria,Austria,2004,-0.067421783,Transport,0.427985436,0,,
1958,Austria,Austria,2007,-0.033371741,Transport,0.430810048,0,,
1959,Austria,Austria,2011,-0.01426652,Transport,0.432264671,0,,
1960,Australia,Australia,2004,0.053223846,Transport,0.014925454,33.33333333,,
1961,Australia,Australia,2007,0.088933091,Transport,0.017484623,33.33333333,,
1962,Australia,Australia,2011,0.162188558,Transport,0.022734611,33.33333333,,
1963,Aruba,Aruba,2004,-0.124322187,Transport,0.844261934,33.33333333,,
1964,Aruba,Aruba,2007,0.231115011,Transport,0.874252467,33.33333333,,
1965,Aruba,Aruba,2011,0.461597892,Transport,0.893699796,33.33333333,,
1966,Azerbaijan,Azerbaijan,2004,-0.149996055,Transport,0.000361326,33.33333333,,
1967,Azerbaijan,Azerbaijan,2007,-0.147824647,Transport,0.000516944,33.33333333,,
1968,Azerbaijan,Azerbaijan,2011,-0.148286696,Transport,0.000483831,33.33333333,,
1969,Bosnia and Herzegovina,Bosnia and Herzegovina,2004,NA,Transport,NA,100,,
1970,Bosnia and Herzegovina,Bosnia and Herzegovina,2007,NA,Transport,NA,100,,
1971,Bosnia and Herzegovina,Bosnia and Herzegovina,2011,-0.154836625,Transport,1.44E-05,33.33333333,,
1972,Barbados,Barbados,2004,0.287501515,Transport,0.87901016,33.33333333,,
1973,Barbados,Barbados,2007,0.468422378,Transport,0.894275622,33.33333333,,
1974,Barbados,Barbados,2011,0.557885485,Transport,0.901824202,33.33333333,,
1975,Bangladesh,Bangladesh,2004,-0.146775362,Transport,0.000592143,33.33333333,,
1976,Bangladesh,Bangladesh,2007,0.452133716,Transport,0.472026569,0,,
1977,Bangladesh,Bangladesh,2011,0.605867998,Transport,0.484973322,0,,
1978,Belgium,Belgium,2004,0.412620951,Transport,0.468628298,0,,
1979,Belgium,Belgium,2007,0.536776584,Transport,0.479078227,0,,
1980,Belgium,Belgium,2011,0.559165773,Transport,0.480822249,0,,
1981,Burkina Faso,Burkina Faso,2004,-1.117687003,Transport,0.339608246,0,,
1982,Burkina Faso,Burkina Faso,2007,-0.848154354,Transport,0.362349933,0,,
1983,Burkina Faso,Burkina Faso,2011,-0.451730753,Transport,0.395796975,0,,
1984,Bulgaria,Bulgaria,2004,-0.052909688,Transport,0.429437185,0,,
1985,Bulgaria,Bulgaria,2007,-0.051173693,Transport,0.429571605,0,,
1986,Bulgaria,Bulgaria,2011,-0.066204875,Transport,0.428300857,0,,
1987,Bahrain,Bahrain,2004,0.477789701,Transport,0.474158188,0,,
1988,Bahrain,Bahrain,2007,NA,Transport,NA,100,,
1989,Bahrain,Bahrain,2011,0.114511999,Transport,0.443400901,0,,
1990,Burundi,Burundi,2004,-1.721321459,Transport,0.709512789,33.33333333,,
1991,Burundi,Burundi,2007,-1.00624685,Transport,0.769848253,33.33333333,,
1992,Burundi,Burundi,2011,-0.488684291,Transport,0.81351835,33.33333333,,
1993,Benin,Benin,2004,-2.837614403,Transport,0.615323942,33.33333333,,
1994,Benin,Benin,2007,NA,Transport,NA,100,,
1995,Benin,Benin,2011,-0.891464544,Transport,0.358696193,0,,
1996,Bermuda,Bermuda,2004,1.514677968,Transport,0.982554965,33.33333333,,
1997,Bermuda,Bermuda,2007,NA,Transport,NA,100,,
1998,Bermuda,Bermuda,2011,1.133305343,Transport,0.950376093,33.33333333,,
1999,Brunei Darussalam,Brunei Darussalam,2004,-0.033968934,Transport,0.431016144,0,,
2000,Brunei Darussalam,Brunei Darussalam,2007,0.027459149,Transport,0.436201218,0,,
2001,Brunei Darussalam,Brunei Darussalam,2011,0.081698962,Transport,0.440768367,0,,
2002,Bolivia,Bolivia,2004,-0.072163408,Transport,0.427769734,0,,
2003,Bolivia,Bolivia,2007,-0.001328122,Transport,0.433749099,0,,
2004,Bolivia,Bolivia,2011,0.037690128,Transport,0.437029191,0,,
2005,Brazil,Brazil,2004,0.371867007,Transport,0.464171516,0,,
2006,Brazil,Brazil,2007,0.451875558,Transport,0.47060345,0,,
2007,Brazil,Brazil,2011,0.463633661,Transport,0.470241014,0,,
2008,"Bahamas, The","Bahamas, The",2004,0.046486793,Transport,0.437810427,0,,
2009,"Bahamas, The","Bahamas, The",2007,0.153434834,Transport,0.44682829,0,,
2010,"Bahamas, The","Bahamas, The",2011,-0.149750078,Transport,0.000378955,33.33333333,,
2011,Bhutan,Bhutan,2004,-0.154810222,Transport,1.63E-05,33.33333333,,
2012,Bhutan,Bhutan,2007,-0.030604674,Transport,0.431332651,0,,
2013,Bhutan,Bhutan,2011,0.254964242,Transport,0.455422455,0,,
2014,Botswana,Botswana,2004,0.1260921,Transport,0.4445491,0,,
2015,Botswana,Botswana,2007,0.108488061,Transport,0.443063267,0,,
2016,Botswana,Botswana,2011,-0.152955698,Transport,0.000149218,33.33333333,,
2017,Belarus,Belarus,2004,-0.153665043,Transport,9.84E-05,33.33333333,,
2018,Belarus,Belarus,2007,-0.153314048,Transport,0.000123536,33.33333333,,
2019,Belarus,Belarus,2011,-0.008784143,Transport,0.433152028,0,,
2020,Belize,Belize,2004,0.398070836,Transport,0.888339608,33.33333333,,
2021,Belize,Belize,2007,0.433247233,Transport,0.891307668,33.33333333,,
2022,Belize,Belize,2011,0.090201954,Transport,0.441521882,0,,
2023,Canada,Canada,2004,0.048741619,Transport,0.014604227,33.33333333,,
2024,Canada,Canada,2007,0.163851967,Transport,0.446084159,0,,
2025,Canada,Canada,2011,0.231333589,Transport,0.451333398,0,,
2026,"Congo, Dem. Rep.","Congo, Dem. Rep.",2004,NA,Transport,NA,100,,
2027,"Congo, Dem. Rep.","Congo, Dem. Rep.",2007,-2.361423102,Transport,0.655503278,33.33333333,,
2028,"Congo, Dem. Rep.","Congo, Dem. Rep.",2011,-0.999709799,Transport,0.349556666,0,,
2029,Central African Republic,Central African Republic,2004,NA,Transport,NA,100,,
2030,Central African Republic,Central African Republic,2007,NA,Transport,NA,100,,
2031,Central African Republic,Central African Republic,2011,-2.845384579,Transport,0.614668322,33.33333333,,
2032,"Congo, Rep.","Congo, Rep.",2004,-0.578357691,Transport,0.805952026,33.33333333,,
2033,"Congo, Rep.","Congo, Rep.",2007,NA,Transport,NA,100,,
2034,"Congo, Rep.","Congo, Rep.",2011,-0.152843976,Transport,0.000157225,33.33333333,,
2035,Switzerland,Switzerland,2004,-0.054583355,Transport,0.429015629,0,,
2036,Switzerland,Switzerland,2007,-0.020532303,Transport,0.431792932,0,,
2037,Switzerland,Switzerland,2011,0.084589053,Transport,0.44026284,0,,
2038,Cote d'Ivoire,Cote d'Ivoire,2004,NA,Transport,NA,100,,
2039,Cote d'Ivoire,Cote d'Ivoire,2007,NA,Transport,NA,100,,
2040,Cote d'Ivoire,Cote d'Ivoire,2011,-0.154588245,Transport,3.22E-05,33.33333333,,
2041,Chile,Chile,2004,0.024625206,Transport,0.43582062,0,,
2042,Chile,Chile,2007,0.056197522,Transport,0.438429626,0,,
2043,Chile,Chile,2011,0.13501479,Transport,0.444960353,0,,
2044,Cameroon,Cameroon,2004,-0.713841939,Transport,0.373673901,0,,
2045,Cameroon,Cameroon,2007,-0.729820873,Transport,0.372322555,0,,
2046,Cameroon,Cameroon,2011,-0.608407802,Transport,0.382575933,0,,
2047,China,China,2004,0.444710465,Transport,0.042982063,33.33333333,,
2048,China,China,2007,0.528872819,Transport,0.47269913,0,,
2049,China,China,2011,0.807587103,Transport,0.492762451,0,,
2050,Colombia,Colombia,2004,0.33220474,Transport,0.461666018,0,,
2051,Colombia,Colombia,2007,0.379801795,Transport,0.465592955,0,,
2052,Colombia,Colombia,2011,0.29597484,Transport,0.458292828,0,,
2053,Costa Rica,Costa Rica,2004,0.114900083,Transport,0.443582853,0,,
2054,Costa Rica,Costa Rica,2007,0.122487245,Transport,0.444219352,0,,
2055,Costa Rica,Costa Rica,2011,0.156074982,Transport,0.447027516,0,,
2056,Cuba,Cuba,2004,0.053024666,Transport,0.438367056,0,,
2057,Cuba,Cuba,2007,0.075308019,Transport,0.440243621,0,,
2058,Cuba,Cuba,2011,0.090146711,Transport,0.441475887,0,,
2059,Cabo Verde,Cabo Verde,2004,0.195108114,Transport,0.450361385,0,,
2060,Cabo Verde,Cabo Verde,2007,0.394620798,Transport,0.467188141,0,,
2061,Cabo Verde,Cabo Verde,2011,0.300053096,Transport,0.45921435,0,,
2062,Curacao,Curacao,2004,NA,Transport,NA,100,,
2063,Curacao,Curacao,2007,NA,Transport,NA,100,,
2064,Curacao,Curacao,2011,NA,Transport,NA,100,,
2065,Cyprus,Cyprus,2004,0.172915215,Transport,0.448442589,0,,
2066,Cyprus,Cyprus,2007,0.14486783,Transport,0.446074192,0,,
2067,Cyprus,Cyprus,2011,0.133550875,Transport,0.445145033,0,,
2068,Czech Republic,Czech Republic,2004,0.146832362,Transport,0.446171616,0,,
2069,Czech Republic,Czech Republic,2007,0.156755093,Transport,0.446988177,0,,
2070,Czech Republic,Czech Republic,2011,0.115886667,Transport,0.443538786,0,,
2071,Germany,Germany,2004,0.221669727,Transport,0.450008241,0,,
2072,Germany,Germany,2007,0.279655309,Transport,0.454137192,0,,
2073,Germany,Germany,2011,0.177847494,Transport,0.445517069,0,,
2074,Djibouti,Djibouti,2004,-2.163176281,Transport,0.672230643,33.33333333,,
2075,Djibouti,Djibouti,2007,-1.718171455,Transport,0.709778575,33.33333333,,
2076,Djibouti,Djibouti,2011,-1.111670894,Transport,0.760952946,33.33333333,,
2077,Denmark,Denmark,2004,0.251906195,Transport,0.454967084,0,,
2078,Denmark,Denmark,2007,0.549170872,Transport,0.901088894,33.33333333,,
2079,Denmark,Denmark,2011,0.428730955,Transport,0.8909266,33.33333333,,
2080,Dominica,Dominica,2004,0.757812142,Transport,0.918693306,33.33333333,,
2081,Dominica,Dominica,2007,0.579096219,Transport,0.903613889,33.33333333,,
2082,Dominica,Dominica,2011,0.64692926,Transport,0.909337401,33.33333333,,
2083,Dominican Republic,Dominican Republic,2004,0.651444286,Transport,0.909718363,33.33333333,,
2084,Dominican Republic,Dominican Republic,2007,0.750252884,Transport,0.918055483,33.33333333,,
2085,Dominican Republic,Dominican Republic,2011,0.056379674,Transport,0.43867289,0,,
2086,Algeria,Algeria,2004,0.091554426,Transport,0.441538739,0,,
2087,Algeria,Algeria,2007,0.118530175,Transport,0.443828326,0,,
2088,Algeria,Algeria,2011,0.085918238,Transport,0.4410534,0,,
2089,Ecuador,Ecuador,2004,0.103412499,Transport,0.442584081,0,,
2090,Ecuador,Ecuador,2007,0.125214467,Transport,0.444398122,0,,
2091,Ecuador,Ecuador,2011,0.210600032,Transport,0.451536368,0,,
2092,Estonia,Estonia,2004,0.19860437,Transport,0.450657992,0,,
2093,Estonia,Estonia,2007,0.185834144,Transport,0.449575975,0,,
2094,Estonia,Estonia,2011,0.064358692,Transport,0.439327464,0,,
2095,"Egypt, Arab Rep.","Egypt, Arab Rep.",2004,-0.104170451,Transport,0.424980102,0,,
2096,"Egypt, Arab Rep.","Egypt, Arab Rep.",2007,-0.125853505,Transport,0.002091547,33.33333333,,
2097,"Egypt, Arab Rep.","Egypt, Arab Rep.",2011,-0.036275905,Transport,0.43061059,0,,
2098,Eritrea,Eritrea,2004,-2.618366514,Transport,0.633823303,33.33333333,,
2099,Eritrea,Eritrea,2007,-1.8703217,Transport,0.696940676,33.33333333,,
2100,Eritrea,Eritrea,2011,-1.58198152,Transport,0.7212698,33.33333333,,
2101,Spain,Spain,2004,0.389034329,Transport,0.465293081,0,,
2102,Spain,Spain,2007,0.418654297,Transport,0.467311081,0,,
2103,Spain,Spain,2011,0.257261339,Transport,0.453945584,0,,
2104,Ethiopia,Ethiopia,2004,-1.278920849,Transport,0.325961209,0,,
2105,Ethiopia,Ethiopia,2007,-0.747587671,Transport,0.370765004,0,,
2106,Ethiopia,Ethiopia,2011,-0.345395159,Transport,0.404632155,0,,
2107,Finland,Finland,2004,0.231409412,Transport,0.453217889,0,,
2108,Finland,Finland,2007,0.245274195,Transport,0.454348321,0,,
2109,Finland,Finland,2011,0.242079266,Transport,0.454039948,0,,
2110,Fiji,Fiji,2004,0.229507067,Transport,0.453255043,0,,
2111,Fiji,Fiji,2007,0.34285355,Transport,0.462814878,0,,
2112,Fiji,Fiji,2011,0.321225094,Transport,0.460979902,0,,
2113,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2004,0.56922625,Transport,0.902781096,33.33333333,,
2114,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2007,NA,Transport,NA,100,,
2115,"Micronesia, Fed. Sts.","Micronesia, Fed. Sts.",2011,NA,Transport,NA,100,,
2116,Faroe Islands,Faroe Islands,2004,NA,Transport,NA,100,,
2117,Faroe Islands,Faroe Islands,2007,NA,Transport,NA,100,,
2118,Faroe Islands,Faroe Islands,2011,NA,Transport,NA,100,,
2119,France,France,2004,0.230804678,Transport,0.451846661,0,,
2120,France,France,2007,0.240214626,Transport,0.452226775,0,,
2121,France,France,2011,0.282142462,Transport,0.45568069,0,,
2122,Gabon,Gabon,2004,-0.152880553,Transport,0.000154604,33.33333333,,
2123,Gabon,Gabon,2007,-0.152357597,Transport,0.000192082,33.33333333,,
2124,Gabon,Gabon,2011,-0.154430827,Transport,4.35E-05,33.33333333,,
2125,United Kingdom,United Kingdom,2004,0.406874115,Transport,0.465509293,0,,
2126,United Kingdom,United Kingdom,2007,0.429728387,Transport,0.466942332,0,,
2127,United Kingdom,United Kingdom,2011,0.405349451,Transport,0.464567929,0,,
2128,Grenada,Grenada,2004,0.507484176,Transport,0.897571518,33.33333333,,
2129,Grenada,Grenada,2007,0.15120706,Transport,0.867510117,33.33333333,,
2130,Grenada,Grenada,2011,NA,Transport,NA,100,,
2131,Georgia,Georgia,2004,0.00380207,Transport,0.434230204,0,,
2132,Georgia,Georgia,2007,-0.153515073,Transport,0.00010913,33.33333333,,
2133,Georgia,Georgia,2011,-0.153923164,Transport,7.99E-05,33.33333333,,
2134,Ghana,Ghana,2004,-0.404415017,Transport,0.399790495,0,,
2135,Ghana,Ghana,2007,-0.22481062,Transport,0.835783076,33.33333333,,
